,city,state,gender,employment,owns_coffee_machine,owns_car,month,year,year_dob,beverage_preference,bought_coffee
18943,Aurora,IL,female,unempolyed,yes,True,6,2018,1977,tea,False
18944,Chicago,IL,male,full-time,yes,False,12,2019,1990,tea,False
18945,Inverness,IL,female,student,no,True,3,2019,1989,coffee,False
18946,Batavia,IL,female,part-time,i don't know,True,11,2018,1978,tea,False
18947,Aurora,IL,male,part-time,yes,True,12,2019,1984,soda,False
18948,West Dundee,IL,female,full-time,yes,True,6,2018,1986,wine,False
18949,Chicago,IL,female,part-time,yes,True,12,2018,1982,coffee,False
18950,Chicago,IL,female,part-time,yes,True,8,2019,1987,tea,False
18951,Warrenville,IL,male,part-time,yes,True,12,2018,1977,tea,False
18952,Minooka,IL,male,full-time,yes,True,12,2018,1979,coffee,False
18953,Minooka,IL,male,full-time,yes,True,7,2018,1979,wine,False
18954,Naperville,IL,male,unempolyed,yes,True,1,2019,1984,coffee,False
18955,Bolingbrook,IL,female,unempolyed,yes,True,8,2019,1988,coffee,False
18956,Algonquin,IL,male,part-time,no,True,7,2018,1985,coffee,False
18957,Willowbrook,IL,female,full-time,yes,True,7,2018,1981,coffee,False
18958,Willowbrook,IL,female,student,yes,True,3,2019,1997,tea,False
18959,Romeoville,IL,female,full-time,yes,True,5,2019,1983,tea,False
18960,Deer Park,IL,female,student,no,True,8,2019,1996,wine,True
18962,Carol Stream,IL,male,part-time,i don't know,True,7,2018,1977,coffee,False
18963,West Dundee,IL,female,full-time,yes,True,6,2018,1986,coffee,False
18964,Palatine,IL,male,retired,yes,True,4,2018,1968,beer,False
18965,West Dundee,IL,male,part-time,yes,True,4,2018,1975,coffee,False
18966,Hoffman Estates,IL,female,unempolyed,yes,True,8,2019,1998,tea,False
18967,St. Charles,IL,male,unempolyed,yes,True,8,2019,1987,coffee,False
18968,Batavia,IL,female,unempolyed,yes,True,2,2019,1986,wine,False
18969,Willowbrook,IL,female,full-time,i don't know,True,5,2019,1987,tea,False
18970,Streamwood,IL,male,full-time,i don't know,True,7,2018,1978,coffee,False
18971,Glen Ellyn,IL,female,student,no,True,8,2019,1986,tea,False
18972,Oswego,IL,male,full-time,yes,False,9,2018,1972,coffee,False
18973,St. Charles,IL,female,full-time,yes,True,1,2018,1978,tea,False
18974,Plainfield,IL,female,student,yes,True,11,2019,1994,wine,False
18975,Bolingbrook,IL,female,full-time,yes,True,8,2018,1988,wine,False
18976,Elgin,IL,male,retired,yes,True,6,2019,1982,coffee,False
18977,Chicago,IL,female,student,yes,False,7,2019,1992,coffee,False
18978,Schaumburg,IL,male,unempolyed,yes,True,11,2019,1994,coffee,False
18979,Mokena,IL,male,full-time,yes,True,11,2018,1967,beer,False
18980,Barrington,IL,female,full-time,yes,True,7,2018,1969,coffee,False
18981,Algonquin,IL,female,unempolyed,no,True,12,2018,1988,coffee,False
18982,Palatine,IL,female,unempolyed,no,True,3,2018,1979,coffee,False
18983,Wheaton,IL,male,full-time,yes,True,11,2018,1972,coffee,False
18984,Schaumburg,IL,male,full-time,yes,True,1,2018,1972,beer,False
18985,Schaumburg,IL,female,student,yes,True,6,2019,1990,wine,False
18986,Streamwood,IL,male,full-time,no,True,7,2019,1990,coffee,False
18987,Elgin,IL,female,part-time,yes,True,4,2018,1985,tea,False
18988,West Chicago,IL,female,student,yes,True,8,2019,1992,wine,False
18989,Minooka,IL,male,full-time,no,True,10,2019,1985,coffee,False
18990,Aurora,IL,male,student,no,True,12,2019,1991,beer,False
18991,Schaumburg,IL,male,full-time,yes,True,1,2019,1990,coffee,False
18992,Naperville,IL,female,student,yes,True,2,2019,1985,coffee,False
18993,Naperville,IL,female,full-time,yes,False,7,2019,1983,coffee,False
18994,Oswego,IL,male,part-time,yes,True,9,2018,1977,beer,False
18995,Barrington,IL,female,student,no,True,7,2019,1987,tea,False
18996,Willowbrook,IL,female,full-time,no,True,6,2018,1979,coffee,False
18997,Deer Park,IL,male,full-time,no,True,7,2018,1977,coffee,False
18998,Hoffman Estates,IL,female,student,yes,True,11,2019,1988,coffee,True
18999,West Chicago,IL,male,full-time,yes,True,8,2019,1987,soda,False
19000,Romeoville,IL,female,full-time,yes,False,8,2018,1982,coffee,False
19001,Schaumburg,IL,male,student,yes,False,9,2019,1988,coffee,False
19002,Romeoville,IL,female,unempolyed,no,True,7,2019,1988,coffee,False
19003,Willowbrook,IL,male,student,no,False,8,2018,1988,beer,False
19004,West Dundee,IL,male,student,no,True,2,2019,1996,wine,False
19005,Plainfield,IL,male,unempolyed,yes,True,12,2019,1993,coffee,False
19006,Palatine,IL,male,part-time,no,True,10,2018,1975,beer,False
19007,Glen Ellyn,IL,female,student,i don't know,True,8,2019,1989,coffee,False
19008,Plainfield,IL,male,full-time,no,True,3,2019,1992,coffee,False
19009,Glen Ellyn,IL,female,student,no,False,12,2018,1985,wine,False
19010,Aurora,IL,female,student,yes,True,11,2019,1994,tea,False
19011,Bolingbrook,IL,female,full-time,yes,True,7,2018,1974,coffee,False
19012,Schaumburg,IL,female,part-time,yes,True,6,2019,1991,wine,False
19013,Minooka,IL,male,unempolyed,no,True,12,2019,1985,tea,False
19014,Elgin,IL,male,student,no,True,2,2019,1997,coffee,False
19015,Schaumburg,IL,male,full-time,yes,True,2,2018,1976,beer,False
19016,West Chicago,IL,male,part-time,yes,True,4,2019,1980,beer,False
19017,Algonquin,IL,female,full-time,no,False,12,2019,1989,coffee,False
19018,Naperville,IL,female,full-time,yes,True,6,2019,1992,tea,False
19019,Batavia,IL,female,full-time,yes,True,6,2018,1978,coffee,False
19020,West Chicago,IL,male,full-time,no,True,11,2018,1979,coffee,False
19021,Algonquin,IL,male,unempolyed,yes,True,3,2019,1984,beer,False
19022,Bolingbrook,IL,male,part-time,no,True,11,2018,1974,beer,False
19023,Aurora,IL,male,part-time,yes,True,5,2019,1995,coffee,False
19024,West Dundee,IL,male,part-time,i don't know,True,9,2019,1984,beer,False
19025,Glen Ellyn,IL,female,full-time,yes,True,3,2018,1971,coffee,False
19026,West Chicago,IL,female,full-time,yes,True,11,2018,1977,coffee,False
19027,Oswego,IL,female,unempolyed,no,True,4,2019,1988,coffee,False
19028,Elgin,IL,male,full-time,yes,True,10,2018,1971,coffee,False
19029,Minooka,IL,female,full-time,no,True,6,2019,1995,coffee,False
19030,Barrington,IL,female,retired,no,True,12,2018,1977,wine,False
19031,West Dundee,IL,female,full-time,yes,True,5,2019,1993,coffee,False
19032,West Chicago,IL,male,full-time,yes,True,7,2018,1982,soda,False
19033,Oswego,IL,female,full-time,i don't know,True,12,2019,1990,tea,False
19034,Plainfield,IL,male,unempolyed,yes,False,6,2018,1981,beer,False
19035,Mokena,IL,male,full-time,yes,True,8,2019,1986,coffee,False
19036,Naperville,IL,male,retired,yes,True,9,2019,1987,coffee,False
19037,Naperville,IL,female,full-time,no,True,8,2019,1980,wine,False
19038,Algonquin,IL,female,retired,yes,True,12,2018,1978,tea,False
19039,Inverness,IL,male,full-time,yes,True,1,2019,1993,beer,False
19040,Palatine,IL,female,unempolyed,yes,False,12,2018,1985,tea,False
19041,Hoffman Estates,IL,male,full-time,yes,True,3,2018,1979,coffee,False
19042,Schaumburg,IL,female,full-time,yes,True,2,2019,1984,coffee,False
19043,Minooka,IL,female,part-time,yes,True,7,2019,1990,coffee,False
19044,West Dundee,IL,female,student,yes,True,7,2019,1998,tea,False
19045,Oswego,IL,female,student,yes,True,1,2019,1996,wine,False
19046,Warrenville,IL,male,full-time,no,True,12,2018,1974,coffee,False
19047,West Chicago,IL,female,unempolyed,no,True,2,2018,1984,coffee,False
19048,Oswego,IL,female,full-time,yes,True,1,2018,1978,soda,False
19049,Streamwood,IL,female,retired,i don't know,True,6,2019,1992,coffee,False
19050,Streamwood,IL,female,part-time,yes,True,4,2019,1982,coffee,False
19051,Deer Park,IL,male,part-time,no,True,7,2019,1987,coffee,False
19052,Schaumburg,IL,female,unempolyed,yes,False,12,2019,1986,coffee,False
19053,St. Charles,IL,female,full-time,yes,True,5,2019,1994,wine,False
19054,Willowbrook,IL,female,full-time,yes,True,11,2019,1992,coffee,False
19055,Willowbrook,IL,female,full-time,yes,True,6,2018,1980,wine,False
19056,Schaumburg,IL,female,part-time,yes,True,11,2018,1986,coffee,False
19057,Bolingbrook,IL,male,full-time,yes,True,3,2019,1990,coffee,False
19058,Plainfield,IL,female,full-time,yes,False,9,2018,1974,wine,False
19059,Aurora,IL,male,full-time,yes,False,9,2019,1988,coffee,False
19060,Streamwood,IL,female,retired,yes,True,12,2019,1988,coffee,True
19061,Deer Park,IL,male,part-time,yes,True,10,2019,1996,coffee,False
19062,Naperville,IL,male,full-time,no,True,11,2018,1979,beer,False
19064,Warrenville,IL,male,part-time,no,True,8,2019,1987,coffee,False
19065,Plainfield,IL,female,full-time,yes,True,7,2018,1978,wine,False
19066,Oswego,IL,female,part-time,yes,True,4,2018,1972,coffee,False
19067,West Dundee,IL,male,part-time,yes,True,3,2019,1988,coffee,False
19068,Minooka,IL,female,unempolyed,no,True,3,2018,1987,coffee,False
19069,West Chicago,IL,male,full-time,yes,True,2,2018,1983,coffee,False
19070,Glen Ellyn,IL,male,student,no,True,8,2019,1996,beer,False
19071,Carol Stream,IL,female,full-time,yes,True,5,2018,1985,coffee,False
19072,Inverness,IL,male,full-time,yes,True,12,2018,1980,beer,False
19073,Aurora,IL,female,full-time,no,True,8,2019,1988,coffee,False
19074,Aurora,IL,female,part-time,yes,True,1,2018,1976,wine,False
19075,Oswego,IL,male,unempolyed,yes,True,5,2019,1989,tea,True
19076,Glen Ellyn,IL,female,unempolyed,yes,True,4,2018,1975,coffee,False
19077,Minooka,IL,female,full-time,yes,True,10,2018,1971,wine,False
19078,Carol Stream,IL,female,unempolyed,yes,True,5,2018,1983,coffee,False
19079,Oswego,IL,male,unempolyed,yes,True,12,2019,1986,beer,False
19080,Algonquin,IL,female,unempolyed,yes,True,1,2018,1987,tea,False
19081,Algonquin,IL,male,full-time,yes,True,4,2018,1978,beer,False
19082,Algonquin,IL,female,student,yes,True,7,2018,1983,coffee,True
19083,Palatine,IL,female,unempolyed,no,True,4,2018,1973,soda,False
19084,Carol Stream,IL,female,unempolyed,no,True,9,2018,1977,tea,False
19086,Aurora,IL,female,part-time,i don't know,False,1,2018,1976,tea,False
19087,Palatine,IL,male,part-time,yes,True,3,2019,1986,coffee,False
19088,Willowbrook,IL,male,part-time,no,True,1,2019,1988,coffee,False
19089,Carol Stream,IL,female,unempolyed,yes,False,6,2018,1972,coffee,False
19090,Romeoville,IL,male,unempolyed,no,True,7,2019,1989,coffee,False
19091,Palatine,IL,female,student,no,True,7,2019,1992,wine,True
19092,Algonquin,IL,male,full-time,yes,True,9,2018,1974,soda,False
19093,Schaumburg,IL,male,unempolyed,yes,True,8,2019,1990,coffee,False
19094,Batavia,IL,male,full-time,yes,True,9,2018,1982,beer,False
19095,Romeoville,IL,female,part-time,yes,True,6,2019,1988,coffee,False
19096,West Chicago,IL,female,student,yes,True,3,2018,1982,wine,False
19097,Elgin,IL,male,full-time,no,True,9,2018,1983,coffee,False
19098,Chicago,IL,female,full-time,no,False,2,2018,1979,tea,False
19099,Willowbrook,IL,female,full-time,yes,False,8,2019,1989,wine,False
19100,Barrington,IL,male,full-time,no,True,6,2018,1980,coffee,False
19101,Inverness,IL,female,student,yes,True,12,2019,1987,wine,True
19102,Aurora,IL,male,unempolyed,yes,True,10,2018,1973,coffee,False
19103,Inverness,IL,female,full-time,yes,True,8,2019,1993,tea,False
19104,Wheaton,IL,male,unempolyed,no,True,8,2019,1981,beer,False
19105,Oswego,IL,female,full-time,yes,True,5,2018,1977,coffee,False
19106,Batavia,IL,female,full-time,no,False,1,2018,1977,coffee,False
19107,Wheaton,IL,female,student,yes,True,8,2019,1995,coffee,False
19108,Elgin,IL,male,retired,yes,True,6,2018,1972,wine,False
19109,Bolingbrook,IL,female,student,yes,True,7,2019,1986,wine,False
19110,St. Charles,IL,male,unempolyed,yes,True,7,2019,1987,soda,False
19111,St. Charles,IL,male,full-time,yes,True,9,2019,1993,coffee,False
19112,Schaumburg,IL,male,retired,yes,True,6,2018,1974,beer,False
19113,Oswego,IL,female,unempolyed,no,True,5,2018,1985,wine,False
19114,Romeoville,IL,female,full-time,yes,True,12,2018,1977,coffee,False
19115,Elgin,IL,female,part-time,no,False,7,2019,1991,wine,False
19116,Oswego,IL,female,full-time,i don't know,True,11,2019,1988,wine,False
19117,Wheaton,IL,female,unempolyed,yes,True,10,2019,1989,wine,False
19118,Plainfield,IL,male,part-time,yes,True,10,2018,1965,tea,False
19119,Glen Ellyn,IL,female,part-time,no,True,10,2018,1973,coffee,False
19120,Romeoville,IL,female,retired,no,True,6,2018,1982,coffee,False
19121,Naperville,IL,female,full-time,yes,True,7,2019,1988,wine,False
19122,Carol Stream,IL,female,unempolyed,yes,False,6,2019,1991,tea,False
19123,Aurora,IL,female,part-time,yes,True,11,2019,1985,tea,False
19124,St. Charles,IL,female,part-time,no,True,8,2019,1983,coffee,False
19125,Chicago,IL,female,student,no,True,2,2019,1987,coffee,False
19126,Romeoville,IL,female,full-time,no,True,9,2019,1996,coffee,False
19127,Streamwood,IL,male,part-time,yes,True,6,2019,1987,coffee,False
19128,Batavia,IL,female,full-time,no,True,12,2019,1996,tea,False
19129,Minooka,IL,male,student,yes,True,4,2019,1986,beer,False
19130,Willowbrook,IL,female,full-time,yes,True,11,2019,1990,wine,False
19131,Glen Ellyn,IL,female,full-time,no,True,6,2019,1989,wine,False
19132,Chicago,IL,male,student,no,False,7,2019,1989,coffee,False
19133,Minooka,IL,female,full-time,yes,True,9,2019,1991,wine,False
19134,St. Charles,IL,female,full-time,yes,True,4,2018,1983,tea,False
19135,West Chicago,IL,female,part-time,yes,True,12,2019,1987,wine,False
19136,Aurora,IL,male,full-time,yes,True,2,2019,1988,coffee,False
19137,Bolingbrook,IL,male,unempolyed,no,True,8,2018,1984,coffee,False
19138,Carol Stream,IL,male,unempolyed,no,True,9,2018,1985,coffee,False
19139,West Chicago,IL,male,full-time,yes,True,5,2019,1987,beer,False
19140,Plainfield,IL,female,student,yes,False,5,2019,1991,tea,False
19141,Batavia,IL,female,unempolyed,yes,True,2,2018,1973,coffee,False
19142,Inverness,IL,female,full-time,yes,True,3,2019,1988,beer,False
19143,West Chicago,IL,male,full-time,i don't know,True,1,2019,1988,beer,False
19144,Plainfield,IL,female,retired,no,True,1,2019,1985,coffee,False
19145,Glen Ellyn,IL,male,retired,yes,True,6,2019,1988,coffee,False
19146,Algonquin,IL,male,student,no,True,10,2018,1985,coffee,False
19147,Carol Stream,IL,female,full-time,yes,False,5,2019,1988,coffee,False
19148,Carol Stream,IL,male,full-time,yes,True,7,2019,1991,soda,False
19150,Glen Ellyn,IL,male,student,yes,True,8,2019,1999,soda,False
19151,Warrenville,IL,female,full-time,yes,True,3,2018,1970,coffee,False
19152,Mokena,IL,female,part-time,yes,True,7,2018,1983,coffee,False
19153,Palatine,IL,female,full-time,yes,True,11,2018,1976,tea,False
19154,Carol Stream,IL,male,part-time,no,True,12,2019,1991,soda,False
19155,Oswego,IL,female,full-time,no,True,9,2018,1978,coffee,False
19156,Willowbrook,IL,female,unempolyed,no,False,10,2019,1999,soda,False
19157,Willowbrook,IL,female,student,yes,True,8,2018,1980,tea,False
19158,Batavia,IL,male,full-time,yes,True,6,2019,1990,coffee,False
19159,West Dundee,IL,male,full-time,no,True,5,2019,1990,soda,False
19160,Deer Park,IL,female,student,no,True,10,2019,1985,tea,False
19161,Palatine,IL,female,full-time,yes,True,4,2019,1992,soda,False
19162,Plainfield,IL,female,unempolyed,yes,True,3,2018,1978,coffee,False
19163,Batavia,IL,female,part-time,yes,False,7,2019,1987,coffee,False
19164,Aurora,IL,female,full-time,no,True,8,2018,1972,coffee,False
19165,Bolingbrook,IL,female,unempolyed,yes,True,6,2018,1966,coffee,False
19166,Palatine,IL,female,full-time,yes,True,1,2019,1981,coffee,False
19167,Glen Ellyn,IL,male,full-time,yes,True,11,2018,1981,beer,False
19168,Carol Stream,IL,female,unempolyed,yes,True,8,2018,1983,coffee,False
19169,West Chicago,IL,female,student,yes,True,10,2019,1989,coffee,False
19170,Streamwood,IL,female,unempolyed,yes,True,5,2018,1982,wine,False
19171,Deer Park,IL,female,unempolyed,yes,True,1,2019,1989,coffee,False
19172,Bolingbrook,IL,male,full-time,yes,True,5,2018,1981,beer,False
19173,Hoffman Estates,IL,female,unempolyed,no,True,10,2019,1986,coffee,False
19174,Batavia,IL,female,full-time,yes,True,6,2018,1977,soda,False
19175,Elgin,IL,male,full-time,yes,True,1,2019,1992,beer,False
19176,Warrenville,IL,male,unempolyed,no,True,6,2019,1994,coffee,False
19177,Bolingbrook,IL,male,full-time,yes,True,8,2018,1972,soda,False
19178,Willowbrook,IL,female,unempolyed,yes,True,5,2019,1992,coffee,False
19179,Minooka,IL,male,part-time,yes,True,3,2018,1978,coffee,False
19180,Chicago,IL,female,part-time,yes,False,9,2019,1985,wine,False
19181,Chicago,IL,female,part-time,yes,True,4,2018,1978,coffee,False
19182,West Dundee,IL,male,part-time,yes,True,4,2018,1977,beer,False
19183,Glen Ellyn,IL,male,student,no,True,1,2019,1994,tea,False
19184,Minooka,IL,female,unempolyed,no,False,4,2018,1978,coffee,False
19185,Carol Stream,IL,male,student,yes,True,1,2019,1993,coffee,False
19186,St. Charles,IL,male,unempolyed,yes,False,9,2019,1993,soda,False
19187,Schaumburg,IL,female,full-time,yes,True,12,2019,1984,wine,True
19188,Plainfield,IL,female,student,no,True,9,2019,1997,coffee,True
19189,Romeoville,IL,male,retired,yes,True,12,2018,1984,coffee,False
19191,Mokena,IL,female,part-time,i don't know,True,7,2018,1964,coffee,False
19192,Schaumburg,IL,male,student,no,True,6,2019,1996,coffee,False
19193,Bolingbrook,IL,male,full-time,i don't know,True,5,2018,1970,coffee,False
19194,Bolingbrook,IL,female,full-time,no,True,9,2019,1993,coffee,False
19195,Carol Stream,IL,female,full-time,yes,True,8,2018,1983,tea,False
19196,Schaumburg,IL,male,full-time,no,True,9,2019,1996,coffee,False
19197,Oswego,IL,male,full-time,no,True,5,2019,1987,coffee,False
19198,Carol Stream,IL,male,full-time,yes,False,8,2019,1983,beer,False
19199,Streamwood,IL,male,student,yes,True,6,2019,1988,tea,False
19200,Mokena,IL,female,full-time,yes,True,8,2018,1977,wine,False
19201,Barrington,IL,female,part-time,yes,True,4,2018,1980,coffee,False
19202,Inverness,IL,male,unempolyed,yes,True,5,2019,1990,soda,False
19203,Mokena,IL,male,unempolyed,yes,False,12,2019,1991,soda,False
19204,Glen Ellyn,IL,male,unempolyed,yes,False,1,2019,1991,coffee,False
19205,West Chicago,IL,female,full-time,yes,True,10,2019,1988,tea,False
19206,Mokena,IL,male,unempolyed,yes,True,11,2018,1984,coffee,False
19207,Barrington,IL,female,unempolyed,no,True,1,2018,1974,tea,False
19208,West Chicago,IL,male,part-time,yes,True,10,2019,1993,beer,False
19210,West Dundee,IL,male,student,no,True,4,2019,1996,coffee,False
19211,Minooka,IL,female,full-time,no,True,7,2018,1975,wine,False
19212,Bolingbrook,IL,female,full-time,yes,True,1,2019,1988,tea,False
19213,Glen Ellyn,IL,female,unempolyed,yes,True,10,2019,1987,coffee,False
19214,Wheaton,IL,female,full-time,yes,True,11,2019,1990,tea,False
